"protein__id","group","replicate","variable","value"
"P0ACE7","Ampicillin","1","lqf",29.1437
"P0ACE7","Ampicillin","2","lqf",29.588
"P0ACE7","Ampicillin","3","lqf",29.0779
"P0ACE7","Cefotaxime","1","lqf",28.6531
"P0ACE7","Cefotaxime","2","lqf",28.9319
"P0ACE7","Cefotaxime","3","lqf",28.5938
"P0ACE7","Impipenem","1","lqf",28.8777
"P0ACE7","Impipenem","2","lqf",28.8787
"P0ACE7","Impipenem","3","lqf",28.8099
"P0ACE7","Ciprofloxacin","1","lqf",28.3463
"P0ACE7","Ciprofloxacin","2","lqf",29.1064
"P0ACE7","Ciprofloxacin","3","lqf",28.9469
"P0ACE7","Control","1","lqf",28.6765
"P0ACE7","Control","2","lqf",29.0813
"P0ACE7","Control","3","lqf",28.9115
"P0ACF0","Ampicillin","1","lqf",32.7812
"P0ACF0","Ampicillin","2","lqf",33.1946
"P0ACF0","Ampicillin","3","lqf",33.9905
"P0ACF0","Cefotaxime","1","lqf",33.8658
"P0ACF0","Cefotaxime","2","lqf",33.8523
"P0ACF0","Cefotaxime","3","lqf",33.7726
"P0ACF0","Impipenem","1","lqf",33.5677
"P0ACF0","Impipenem","2","lqf",33.8561
"P0ACF0","Impipenem","3","lqf",34.2774
"P0ACF0","Ciprofloxacin","1","lqf",33.4228
"P0ACF0","Ciprofloxacin","2","lqf",33.5712
"P0ACF0","Ciprofloxacin","3","lqf",33.7182
"P0ACF0","Control","1","lqf",33.0143
"P0ACF0","Control","2","lqf",32.5675
"P0ACF0","Control","3","lqf",33.3023
"P0ACF4","Ampicillin","1","lqf",29.7785
"P0ACF4","Ampicillin","2","lqf",30.4827
"P0ACF4","Ampicillin","3","lqf",31.1662
"P0ACF4","Cefotaxime","1","lqf",29.1848
"P0ACF4","Cefotaxime","2","lqf",30.4312
"P0ACF4","Cefotaxime","3","lqf",30.0241
"P0ACF4","Impipenem","1","lqf",29.2614
"P0ACF4","Impipenem","2","lqf",29.262
"P0ACF4","Impipenem","3","lqf",29.0915
"P0ACF4","Ciprofloxacin","1","lqf",29.8773
"P0ACF4","Ciprofloxacin","2","lqf",30.864
"P0ACF4","Ciprofloxacin","3","lqf",30.5614
"P0ACF4","Control","1","lqf",29.0299
"P0ACF4","Control","2","lqf",30.0596
"P0ACF4","Control","3","lqf",29.7574
"P0ACF8","Ampicillin","1","lqf",32.418
"P0ACF8","Ampicillin","2","lqf",32.2994
"P0ACF8","Ampicillin","3","lqf",33.3598
"P0ACF8","Cefotaxime","1","lqf",32.4798
"P0ACF8","Cefotaxime","2","lqf",33.4564
"P0ACF8","Cefotaxime","3","lqf",32.7042
"P0ACF8","Impipenem","1","lqf",31.8984
"P0ACF8","Impipenem","2","lqf",32.4527
"P0ACF8","Impipenem","3","lqf",32.6208
"P0ACF8","Ciprofloxacin","1","lqf",33.0036
"P0ACF8","Ciprofloxacin","2","lqf",32.7343
"P0ACF8","Ciprofloxacin","3","lqf",32.2418
"P0ACF8","Control","1","lqf",31.8882
"P0ACF8","Control","2","lqf",31.8256
"P0ACF8","Control","3","lqf",32.3835
"P0ACG1","Ampicillin","1","lqf",28.3749
"P0ACG1","Ampicillin","2","lqf",27.9374
"P0ACG1","Ampicillin","3","lqf",28.3606
"P0ACG1","Cefotaxime","1","lqf",28.2366
"P0ACG1","Cefotaxime","2","lqf",28.8896
"P0ACG1","Cefotaxime","3","lqf",28.3682
"P0ACG1","Impipenem","1","lqf",27.3425
"P0ACG1","Impipenem","2","lqf",27.4225
"P0ACG1","Impipenem","3","lqf",27.1247
"P0ACG1","Ciprofloxacin","1","lqf",28.351
"P0ACG1","Ciprofloxacin","2","lqf",28.995
"P0ACG1","Ciprofloxacin","3","lqf",28.9761
"P0ACG1","Control","1","lqf",27.3885
"P0ACG1","Control","2","lqf",28.023
"P0ACG1","Control","3","lqf",28.3575
"P0ACI0","Ampicillin","1","lqf",25.1093
"P0ACI0","Ampicillin","2","lqf",27.5196
"P0ACI0","Ampicillin","3","lqf",24.5634
"P0ACI0","Cefotaxime","1","lqf",26.4695
"P0ACI0","Cefotaxime","2","lqf",26.0848
"P0ACI0","Cefotaxime","3","lqf",26.051
"P0ACI0","Impipenem","1","lqf",27.8972
"P0ACI0","Impipenem","2","lqf",27.4253
"P0ACI0","Impipenem","3","lqf",27.1512
"P0ACI0","Ciprofloxacin","1","lqf",26.8554
"P0ACI0","Ciprofloxacin","2","lqf",26.2655
"P0ACI0","Ciprofloxacin","3","lqf",24.2599
"P0ACI0","Control","1","lqf",26.8631
"P0ACI0","Control","2","lqf",26.8252
"P0ACI0","Control","3","lqf",27.7459
"P0ACI6","Ampicillin","1","lqf",29.0092
"P0ACI6","Ampicillin","2","lqf",29.0074
"P0ACI6","Ampicillin","3","lqf",28.6985
"P0ACI6","Cefotaxime","1","lqf",29.8257
"P0ACI6","Cefotaxime","2","lqf",29.603
"P0ACI6","Cefotaxime","3","lqf",29.227
"P0ACI6","Impipenem","1","lqf",29.7106
"P0ACI6","Impipenem","2","lqf",29.1436
"P0ACI6","Impipenem","3","lqf",29.6452
"P0ACI6","Ciprofloxacin","1","lqf",29.327
"P0ACI6","Ciprofloxacin","2","lqf",29.4976
"P0ACI6","Ciprofloxacin","3","lqf",29.1776
"P0ACI6","Control","1","lqf",29.6941
"P0ACI6","Control","2","lqf",29.8813
"P0ACI6","Control","3","lqf",29.6998
"P0ACJ0","Ampicillin","1","lqf",27.0511
"P0ACJ0","Ampicillin","2","lqf",27.4657
"P0ACJ0","Ampicillin","3","lqf",27.5682
"P0ACJ0","Cefotaxime","1","lqf",27.0805
"P0ACJ0","Cefotaxime","2","lqf",27.7428
"P0ACJ0","Cefotaxime","3","lqf",27.4134
"P0ACJ0","Impipenem","1","lqf",26.6772
"P0ACJ0","Impipenem","2","lqf",27.2433
"P0ACJ0","Impipenem","3","lqf",27.4752
"P0ACJ0","Ciprofloxacin","1","lqf",26.9882
"P0ACJ0","Ciprofloxacin","2","lqf",27.5292
"P0ACJ0","Ciprofloxacin","3","lqf",27.3774
"P0ACJ0","Control","1","lqf",27.1311
"P0ACJ0","Control","2","lqf",27.6016
"P0ACJ0","Control","3","lqf",27.5968
"P0ACJ8","Ampicillin","1","lqf",28.4649
"P0ACJ8","Ampicillin","2","lqf",28.324
"P0ACJ8","Ampicillin","3","lqf",28.1943
"P0ACJ8","Cefotaxime","1","lqf",27.6606
"P0ACJ8","Cefotaxime","2","lqf",27.2633
"P0ACJ8","Cefotaxime","3","lqf",27.4629
"P0ACJ8","Impipenem","1","lqf",28.0592
"P0ACJ8","Impipenem","2","lqf",28.1694
"P0ACJ8","Impipenem","3","lqf",27.7657
"P0ACJ8","Ciprofloxacin","1","lqf",27.3562
"P0ACJ8","Ciprofloxacin","2","lqf",27.6573
"P0ACJ8","Ciprofloxacin","3","lqf",27.154
"P0ACJ8","Control","1","lqf",28.5379
"P0ACJ8","Control","2","lqf",27.987
"P0ACJ8","Control","3","lqf",28.4688
"P0ACN4","Ampicillin","1","lqf",25.0148
"P0ACN4","Ampicillin","2","lqf",24.1767
"P0ACN4","Ampicillin","3","lqf",23.1568
"P0ACN4","Cefotaxime","1","lqf",25.4771
"P0ACN4","Cefotaxime","2","lqf",25.5596
"P0ACN4","Cefotaxime","3","lqf",25.4517
"P0ACN4","Impipenem","1","lqf",25.1655
"P0ACN4","Impipenem","2","lqf",25.5445
"P0ACN4","Impipenem","3","lqf",26.088
"P0ACN4","Ciprofloxacin","1","lqf",23.7548
"P0ACN4","Ciprofloxacin","2","lqf",24.1638
"P0ACN4","Ciprofloxacin","3","lqf",23.9079
"P0ACN4","Control","1","lqf",23.3857
"P0ACN4","Control","2","lqf",23.7568
"P0ACN4","Control","3","lqf",24.9924
"P0ACP5","Ampicillin","1","lqf",24.0314
"P0ACP5","Ampicillin","2","lqf",28.5689
"P0ACP5","Ampicillin","3","lqf",28.439
"P0ACP5","Cefotaxime","1","lqf",27.5344
"P0ACP5","Cefotaxime","2","lqf",23.5506
"P0ACP5","Cefotaxime","3","lqf",27.8414
"P0ACP5","Impipenem","1","lqf",28.197
"P0ACP5","Impipenem","2","lqf",28.1763
"P0ACP5","Impipenem","3","lqf",27.4938
"P0ACP5","Ciprofloxacin","1","lqf",29.2495
"P0ACP5","Ciprofloxacin","2","lqf",27.9908
"P0ACP5","Ciprofloxacin","3","lqf",27.4724
"P0ACP5","Control","1","lqf",23.1262
"P0ACP5","Control","2","lqf",24.4569
"P0ACP5","Control","3","lqf",27.1239
"P0ACQ4","Ampicillin","1","lqf",25.5845
"P0ACQ4","Ampicillin","2","lqf",24.309
"P0ACQ4","Ampicillin","3","lqf",25.0365
"P0ACQ4","Cefotaxime","1","lqf",25.1566
"P0ACQ4","Cefotaxime","2","lqf",24.3416
"P0ACQ4","Cefotaxime","3","lqf",24.892
"P0ACQ4","Impipenem","1","lqf",25.6456
"P0ACQ4","Impipenem","2","lqf",26.2174
"P0ACQ4","Impipenem","3","lqf",25.4416
"P0ACQ4","Ciprofloxacin","1","lqf",25.052
"P0ACQ4","Ciprofloxacin","2","lqf",24.4764
"P0ACQ4","Ciprofloxacin","3","lqf",25.4138
"P0ACQ4","Control","1","lqf",23.7867
"P0ACQ4","Control","2","lqf",24.1665
"P0ACQ4","Control","3","lqf",24.9308
"P0ACU7","Ampicillin","1","lqf",27.0359
"P0ACU7","Ampicillin","2","lqf",27.5422
"P0ACU7","Ampicillin","3","lqf",26.5081
"P0ACU7","Cefotaxime","1","lqf",27.666
"P0ACU7","Cefotaxime","2","lqf",26.6733
"P0ACU7","Cefotaxime","3","lqf",27.7271
"P0ACU7","Impipenem","1","lqf",27.3574
"P0ACU7","Impipenem","2","lqf",27.2714
"P0ACU7","Impipenem","3","lqf",26.7615
"P0ACU7","Ciprofloxacin","1","lqf",26.6782
"P0ACU7","Ciprofloxacin","2","lqf",27.0907
"P0ACU7","Ciprofloxacin","3","lqf",26.4052
"P0ACU7","Control","1","lqf",27.9274
"P0ACU7","Control","2","lqf",27.0885
"P0ACU7","Control","3","lqf",27.8185
"P0ACW6","Ampicillin","1","lqf",25.8086
"P0ACW6","Ampicillin","2","lqf",25.6384
"P0ACW6","Ampicillin","3","lqf",25.7069
"P0ACW6","Cefotaxime","1","lqf",25.0732
"P0ACW6","Cefotaxime","2","lqf",26.2766
"P0ACW6","Cefotaxime","3","lqf",25.906
"P0ACW6","Impipenem","1","lqf",26.9675
"P0ACW6","Impipenem","2","lqf",26.7191
"P0ACW6","Impipenem","3","lqf",25.2436
"P0ACW6","Ciprofloxacin","1","lqf",24.1787
"P0ACW6","Ciprofloxacin","2","lqf",26.1844
"P0ACW6","Ciprofloxacin","3","lqf",24.3859
"P0ACW6","Control","1","lqf",25.6601
"P0ACW6","Control","2","lqf",26.6854
"P0ACW6","Control","3","lqf",27.1777
"P0ACX3","Ampicillin","1","lqf",28.5416
"P0ACX3","Ampicillin","2","lqf",24.3064
"P0ACX3","Ampicillin","3","lqf",28.8016
"P0ACX3","Cefotaxime","1","lqf",28.1938
"P0ACX3","Cefotaxime","2","lqf",28.6521
"P0ACX3","Cefotaxime","3","lqf",28.5269
"P0ACX3","Impipenem","1","lqf",25.6942
"P0ACX3","Impipenem","2","lqf",25.4511
"P0ACX3","Impipenem","3","lqf",28.4699
"P0ACX3","Ciprofloxacin","1","lqf",25.6444
"P0ACX3","Ciprofloxacin","2","lqf",24.4394
"P0ACX3","Ciprofloxacin","3","lqf",23.6053
"P0ACX3","Control","1","lqf",26.7913
"P0ACX3","Control","2","lqf",26.8182
"P0ACX3","Control","3","lqf",27.7328
"P0ACY1","Ampicillin","1","lqf",29.1416
"P0ACY1","Ampicillin","2","lqf",28.4089
"P0ACY1","Ampicillin","3","lqf",28.5825
"P0ACY1","Cefotaxime","1","lqf",29.2736
"P0ACY1","Cefotaxime","2","lqf",29.32
"P0ACY1","Cefotaxime","3","lqf",29.225
"P0ACY1","Impipenem","1","lqf",29.4082
"P0ACY1","Impipenem","2","lqf",29.1448
"P0ACY1","Impipenem","3","lqf",29.3407
"P0ACY1","Ciprofloxacin","1","lqf",28.4174
"P0ACY1","Ciprofloxacin","2","lqf",28.9051
"P0ACY1","Ciprofloxacin","3","lqf",29.2354
"P0ACY1","Control","1","lqf",28.9983
"P0ACY1","Control","2","lqf",28.7935
"P0ACY1","Control","3","lqf",28.9273
"P0ACY3","Ampicillin","1","lqf",27.3636
"P0ACY3","Ampicillin","2","lqf",25.5601
"P0ACY3","Ampicillin","3","lqf",28.3052
"P0ACY3","Cefotaxime","1","lqf",28.7082
"P0ACY3","Cefotaxime","2","lqf",28.1033
"P0ACY3","Cefotaxime","3","lqf",28.1327
"P0ACY3","Impipenem","1","lqf",28.3102
"P0ACY3","Impipenem","2","lqf",28.7019
"P0ACY3","Impipenem","3","lqf",27.6468
"P0ACY3","Ciprofloxacin","1","lqf",23.4142
"P0ACY3","Ciprofloxacin","2","lqf",25.6371
"P0ACY3","Ciprofloxacin","3","lqf",24.751
"P0ACY3","Control","1","lqf",26.2962
"P0ACY3","Control","2","lqf",27.1121
"P0ACY3","Control","3","lqf",29.3279
"P0AD05","Ampicillin","1","lqf",28.6254
"P0AD05","Ampicillin","2","lqf",28.7173
"P0AD05","Ampicillin","3","lqf",27.6611
"P0AD05","Cefotaxime","1","lqf",28.6585
"P0AD05","Cefotaxime","2","lqf",27.7916
"P0AD05","Cefotaxime","3","lqf",28.0799
"P0AD05","Impipenem","1","lqf",28.1087
"P0AD05","Impipenem","2","lqf",28.3446
"P0AD05","Impipenem","3","lqf",27.6531
"P0AD05","Ciprofloxacin","1","lqf",27.6204
"P0AD05","Ciprofloxacin","2","lqf",27.8688
"P0AD05","Ciprofloxacin","3","lqf",25.5485
"P0AD05","Control","1","lqf",28.072
"P0AD05","Control","2","lqf",28.0917
"P0AD05","Control","3","lqf",28.5473
"P0AD10","Ampicillin","1","lqf",25.0651
"P0AD10","Ampicillin","2","lqf",25.222
"P0AD10","Ampicillin","3","lqf",24.8806
"P0AD10","Cefotaxime","1","lqf",25.6445
"P0AD10","Cefotaxime","2","lqf",24.597
"P0AD10","Cefotaxime","3","lqf",25.3047
"P0AD10","Impipenem","1","lqf",24.958
"P0AD10","Impipenem","2","lqf",24.7402
"P0AD10","Impipenem","3","lqf",25.4237
"P0AD10","Ciprofloxacin","1","lqf",24.8691
"P0AD10","Ciprofloxacin","2","lqf",24.992
"P0AD10","Ciprofloxacin","3","lqf",24.9519
"P0AD10","Control","1","lqf",25.0006
"P0AD10","Control","2","lqf",25.2946
"P0AD10","Control","3","lqf",25.1796
"P0AD12","Ampicillin","1","lqf",26.3907
"P0AD12","Ampicillin","2","lqf",27.8543
"P0AD12","Ampicillin","3","lqf",27.0987
"P0AD12","Cefotaxime","1","lqf",27.1415
"P0AD12","Cefotaxime","2","lqf",28.4111
"P0AD12","Cefotaxime","3","lqf",27.3385
"P0AD12","Impipenem","1","lqf",28.3841
"P0AD12","Impipenem","2","lqf",27.4935
"P0AD12","Impipenem","3","lqf",27.5751
"P0AD12","Ciprofloxacin","1","lqf",27.3482
"P0AD12","Ciprofloxacin","2","lqf",28.3931
"P0AD12","Ciprofloxacin","3","lqf",27.6901
"P0AD12","Control","1","lqf",27.2937
"P0AD12","Control","2","lqf",27.3755
"P0AD12","Control","3","lqf",27.8614
"P0AD33","Ampicillin","1","lqf",27.5187
"P0AD33","Ampicillin","2","lqf",26.5398
"P0AD33","Ampicillin","3","lqf",29.2225
"P0AD33","Cefotaxime","1","lqf",28.4863
"P0AD33","Cefotaxime","2","lqf",30.5879
"P0AD33","Cefotaxime","3","lqf",28.088
"P0AD33","Impipenem","1","lqf",27.5781
"P0AD33","Impipenem","2","lqf",27.6861
"P0AD33","Impipenem","3","lqf",27.4734
"P0AD33","Ciprofloxacin","1","lqf",26.9673
"P0AD33","Ciprofloxacin","2","lqf",27.0921
"P0AD33","Ciprofloxacin","3","lqf",24.9392
"P0AD33","Control","1","lqf",27.3205
"P0AD33","Control","2","lqf",24.0494
"P0AD33","Control","3","lqf",27.7536
"P0AD49","Ampicillin","1","lqf",30.9266
"P0AD49","Ampicillin","2","lqf",31.1645
"P0AD49","Ampicillin","3","lqf",31.1133
"P0AD49","Cefotaxime","1","lqf",31.3774
"P0AD49","Cefotaxime","2","lqf",31.7211
"P0AD49","Cefotaxime","3","lqf",32.1183
"P0AD49","Impipenem","1","lqf",31.8568
"P0AD49","Impipenem","2","lqf",31.7075
"P0AD49","Impipenem","3","lqf",30.689
"P0AD49","Ciprofloxacin","1","lqf",31.2715
"P0AD49","Ciprofloxacin","2","lqf",30.3432
"P0AD49","Ciprofloxacin","3","lqf",30.4032
"P0AD49","Control","1","lqf",31.734
"P0AD49","Control","2","lqf",31.4256
"P0AD49","Control","3","lqf",31.4232
"P0AD57","Ampicillin","1","lqf",23.8779
"P0AD57","Ampicillin","2","lqf",24.8519
"P0AD57","Ampicillin","3","lqf",24.16
"P0AD57","Cefotaxime","1","lqf",25.521
"P0AD57","Cefotaxime","2","lqf",26.3011
"P0AD57","Cefotaxime","3","lqf",26.1822
"P0AD57","Impipenem","1","lqf",25.4195
"P0AD57","Impipenem","2","lqf",25.578
"P0AD57","Impipenem","3","lqf",24.5836
"P0AD57","Ciprofloxacin","1","lqf",25.2392
"P0AD57","Ciprofloxacin","2","lqf",25.6461
"P0AD57","Ciprofloxacin","3","lqf",25.5559
"P0AD57","Control","1","lqf",23.9948
"P0AD57","Control","2","lqf",26.0266
"P0AD57","Control","3","lqf",25.4036
"P0AD59","Ampicillin","1","lqf",28.7469
"P0AD59","Ampicillin","2","lqf",28.4609
"P0AD59","Ampicillin","3","lqf",29.4023
"P0AD59","Cefotaxime","1","lqf",29.5077
"P0AD59","Cefotaxime","2","lqf",30.045
"P0AD59","Cefotaxime","3","lqf",29.1402
"P0AD59","Impipenem","1","lqf",29.6036
"P0AD59","Impipenem","2","lqf",29.4961
"P0AD59","Impipenem","3","lqf",29.8577
"P0AD59","Ciprofloxacin","1","lqf",28.533
"P0AD59","Ciprofloxacin","2","lqf",29.3134
"P0AD59","Ciprofloxacin","3","lqf",28.4243
"P0AD59","Control","1","lqf",28.908
"P0AD59","Control","2","lqf",29.6124
"P0AD59","Control","3","lqf",29.7637
"P0AD61","Ampicillin","1","lqf",31.9705
"P0AD61","Ampicillin","2","lqf",31.7607
"P0AD61","Ampicillin","3","lqf",31.682
"P0AD61","Cefotaxime","1","lqf",31.4121
"P0AD61","Cefotaxime","2","lqf",31.3175
"P0AD61","Cefotaxime","3","lqf",31.2675
"P0AD61","Impipenem","1","lqf",31.3016
"P0AD61","Impipenem","2","lqf",31.6132
"P0AD61","Impipenem","3","lqf",31.1604
"P0AD61","Ciprofloxacin","1","lqf",31.7262
"P0AD61","Ciprofloxacin","2","lqf",31.3325
"P0AD61","Ciprofloxacin","3","lqf",31.2858
"P0AD61","Control","1","lqf",31.8435
"P0AD61","Control","2","lqf",31.8345
"P0AD61","Control","3","lqf",32.1057
"P0ADA1","Ampicillin","1","lqf",24.3965
"P0ADA1","Ampicillin","2","lqf",23.6382
"P0ADA1","Ampicillin","3","lqf",24.9254
"P0ADA1","Cefotaxime","1","lqf",25.3964
"P0ADA1","Cefotaxime","2","lqf",24.6106
"P0ADA1","Cefotaxime","3","lqf",24.0421
"P0ADA1","Impipenem","1","lqf",23.9427
"P0ADA1","Impipenem","2","lqf",24.6869
"P0ADA1","Impipenem","3","lqf",24.0163
"P0ADA1","Ciprofloxacin","1","lqf",23.6795
"P0ADA1","Ciprofloxacin","2","lqf",23.8302
"P0ADA1","Ciprofloxacin","3","lqf",24.3801
"P0ADA1","Control","1","lqf",23.4879
"P0ADA1","Control","2","lqf",23.9215
"P0ADA1","Control","3","lqf",24.3766
"P0ADA5","Ampicillin","1","lqf",24.2784
"P0ADA5","Ampicillin","2","lqf",26.0604
"P0ADA5","Ampicillin","3","lqf",24.8061
"P0ADA5","Cefotaxime","1","lqf",26.821
"P0ADA5","Cefotaxime","2","lqf",25.1397
"P0ADA5","Cefotaxime","3","lqf",26.238
"P0ADA5","Impipenem","1","lqf",27.0043
"P0ADA5","Impipenem","2","lqf",26.7661
"P0ADA5","Impipenem","3","lqf",27.0894
"P0ADA5","Ciprofloxacin","1","lqf",25.8705
"P0ADA5","Ciprofloxacin","2","lqf",26.598
"P0ADA5","Ciprofloxacin","3","lqf",26.5012
"P0ADA5","Control","1","lqf",25.9258
"P0ADA5","Control","2","lqf",25.8024
"P0ADA5","Control","3","lqf",25.4991
"P0ADB1","Ampicillin","1","lqf",25.7589
"P0ADB1","Ampicillin","2","lqf",25.7174
"P0ADB1","Ampicillin","3","lqf",26.6193
"P0ADB1","Cefotaxime","1","lqf",25.3793
"P0ADB1","Cefotaxime","2","lqf",24.9155
"P0ADB1","Cefotaxime","3","lqf",25.2506
"P0ADB1","Impipenem","1","lqf",25.187
"P0ADB1","Impipenem","2","lqf",25.4778
"P0ADB1","Impipenem","3","lqf",24.9582
"P0ADB1","Ciprofloxacin","1","lqf",24.4683
"P0ADB1","Ciprofloxacin","2","lqf",25.9623
"P0ADB1","Ciprofloxacin","3","lqf",24.9042
"P0ADB1","Control","1","lqf",24.7988
"P0ADB1","Control","2","lqf",26.5149
"P0ADB1","Control","3","lqf",26.2651
"P0ADE6","Ampicillin","1","lqf",29.6568
"P0ADE6","Ampicillin","2","lqf",29.356
"P0ADE6","Ampicillin","3","lqf",29.911
"P0ADE6","Cefotaxime","1","lqf",29.4738
"P0ADE6","Cefotaxime","2","lqf",29.7153
"P0ADE6","Cefotaxime","3","lqf",29.2339
"P0ADE6","Impipenem","1","lqf",29.7802
"P0ADE6","Impipenem","2","lqf",29.9463
"P0ADE6","Impipenem","3","lqf",29.9772
"P0ADE6","Ciprofloxacin","1","lqf",25.0941
"P0ADE6","Ciprofloxacin","2","lqf",28.2035
"P0ADE6","Ciprofloxacin","3","lqf",27.6003
"P0ADE6","Control","1","lqf",29.4544
"P0ADE6","Control","2","lqf",29.9989
"P0ADE6","Control","3","lqf",30.0727
"P0ADE8","Ampicillin","1","lqf",29.6495
"P0ADE8","Ampicillin","2","lqf",29.3873
"P0ADE8","Ampicillin","3","lqf",28.5182
"P0ADE8","Cefotaxime","1","lqf",29.5443
"P0ADE8","Cefotaxime","2","lqf",28.5676
"P0ADE8","Cefotaxime","3","lqf",29.3392
"P0ADE8","Impipenem","1","lqf",29.6925
"P0ADE8","Impipenem","2","lqf",29.4366
"P0ADE8","Impipenem","3","lqf",29.5798
"P0ADE8","Ciprofloxacin","1","lqf",28.5581
"P0ADE8","Ciprofloxacin","2","lqf",28.6862
"P0ADE8","Ciprofloxacin","3","lqf",28.9138
"P0ADE8","Control","1","lqf",29.7403
"P0ADE8","Control","2","lqf",29.0986
"P0ADE8","Control","3","lqf",29.6627
"P0ADG4","Ampicillin","1","lqf",27.7568
"P0ADG4","Ampicillin","2","lqf",27.7035
"P0ADG4","Ampicillin","3","lqf",28.3702
"P0ADG4","Cefotaxime","1","lqf",27.8443
"P0ADG4","Cefotaxime","2","lqf",27.6782
"P0ADG4","Cefotaxime","3","lqf",27.7168
"P0ADG4","Impipenem","1","lqf",27.487
"P0ADG4","Impipenem","2","lqf",27.0916
"P0ADG4","Impipenem","3","lqf",26.168
"P0ADG4","Ciprofloxacin","1","lqf",28.3644
"P0ADG4","Ciprofloxacin","2","lqf",28.2413
"P0ADG4","Ciprofloxacin","3","lqf",28.343
"P0ADG4","Control","1","lqf",27.6415
"P0ADG4","Control","2","lqf",27.9136
"P0ADG4","Control","3","lqf",27.726
"P0ADG7","Ampicillin","1","lqf",29.5052
"P0ADG7","Ampicillin","2","lqf",29.2865
"P0ADG7","Ampicillin","3","lqf",29.528
"P0ADG7","Cefotaxime","1","lqf",29.4065
"P0ADG7","Cefotaxime","2","lqf",29.8094
"P0ADG7","Cefotaxime","3","lqf",29.6568
"P0ADG7","Impipenem","1","lqf",29.3809
"P0ADG7","Impipenem","2","lqf",29.3175
"P0ADG7","Impipenem","3","lqf",29.0346
"P0ADG7","Ciprofloxacin","1","lqf",29.5932
"P0ADG7","Ciprofloxacin","2","lqf",30.0596
"P0ADG7","Ciprofloxacin","3","lqf",30.0314
"P0ADG7","Control","1","lqf",29.0445
"P0ADG7","Control","2","lqf",29.5631
"P0ADG7","Control","3","lqf",29.512
"P0ADI7","Ampicillin","1","lqf",26.2267
"P0ADI7","Ampicillin","2","lqf",25.9037
"P0ADI7","Ampicillin","3","lqf",25.7275
"P0ADI7","Cefotaxime","1","lqf",26.444
"P0ADI7","Cefotaxime","2","lqf",24.0929
"P0ADI7","Cefotaxime","3","lqf",25.4653
"P0ADI7","Impipenem","1","lqf",25.7387
"P0ADI7","Impipenem","2","lqf",24.1892
"P0ADI7","Impipenem","3","lqf",26.7539
"P0ADI7","Ciprofloxacin","1","lqf",24.7747
"P0ADI7","Ciprofloxacin","2","lqf",24.9285
"P0ADI7","Ciprofloxacin","3","lqf",25.5686
"P0ADI7","Control","1","lqf",24.6548
"P0ADI7","Control","2","lqf",25.9461
"P0ADI7","Control","3","lqf",25.6321
"P0ADN2","Ampicillin","1","lqf",28.9023
"P0ADN2","Ampicillin","2","lqf",28.0493
"P0ADN2","Ampicillin","3","lqf",29.4341
"P0ADN2","Cefotaxime","1","lqf",27.9399
"P0ADN2","Cefotaxime","2","lqf",28.9058
"P0ADN2","Cefotaxime","3","lqf",28.2802
"P0ADN2","Impipenem","1","lqf",27.5652
"P0ADN2","Impipenem","2","lqf",27.9547
"P0ADN2","Impipenem","3","lqf",28.4605
"P0ADN2","Ciprofloxacin","1","lqf",29.2185
"P0ADN2","Ciprofloxacin","2","lqf",29.149
"P0ADN2","Ciprofloxacin","3","lqf",29.6174
"P0ADN2","Control","1","lqf",28.4928
"P0ADN2","Control","2","lqf",28.2864
"P0ADN2","Control","3","lqf",28.1432
"P0ADP0","Ampicillin","1","lqf",26.2146
"P0ADP0","Ampicillin","2","lqf",24.8242
"P0ADP0","Ampicillin","3","lqf",23.2353
"P0ADP0","Cefotaxime","1","lqf",26.3406
"P0ADP0","Cefotaxime","2","lqf",25.7255
"P0ADP0","Cefotaxime","3","lqf",26.334
"P0ADP0","Impipenem","1","lqf",25.2715
"P0ADP0","Impipenem","2","lqf",26.3435
"P0ADP0","Impipenem","3","lqf",25.4529
"P0ADP0","Ciprofloxacin","1","lqf",27.0738
"P0ADP0","Ciprofloxacin","2","lqf",26.8572
"P0ADP0","Ciprofloxacin","3","lqf",26.5295
"P0ADP0","Control","1","lqf",26.7046
"P0ADP0","Control","2","lqf",26.4896
"P0ADP0","Control","3","lqf",26.4064
"P0ADP9","Ampicillin","1","lqf",29.5172
"P0ADP9","Ampicillin","2","lqf",29.9816
"P0ADP9","Ampicillin","3","lqf",29.7069
"P0ADP9","Cefotaxime","1","lqf",30.1253
"P0ADP9","Cefotaxime","2","lqf",30.8498
"P0ADP9","Cefotaxime","3","lqf",29.632
"P0ADP9","Impipenem","1","lqf",30.1001
"P0ADP9","Impipenem","2","lqf",29.8213
"P0ADP9","Impipenem","3","lqf",29.836
"P0ADP9","Ciprofloxacin","1","lqf",30.2371
"P0ADP9","Ciprofloxacin","2","lqf",29.8027
"P0ADP9","Ciprofloxacin","3","lqf",29.626
"P0ADP9","Control","1","lqf",29.7312
"P0ADP9","Control","2","lqf",29.9083
"P0ADP9","Control","3","lqf",30.0493
"P0ADR6","Ampicillin","1","lqf",23.3457
"P0ADR6","Ampicillin","2","lqf",23.2323
"P0ADR6","Ampicillin","3","lqf",24.31
"P0ADR6","Cefotaxime","1","lqf",23.6425
"P0ADR6","Cefotaxime","2","lqf",23.9126
"P0ADR6","Cefotaxime","3","lqf",25.112
"P0ADR6","Impipenem","1","lqf",24.4154
